"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
39061006100,39,061,006100,71.3,1.5719,3
39061006300,39,061,006300,73,2.019,3
39061006400,39,061,006400,70.6,2.0561,3
39061006500,39,061,006500,78.8,1.1698,2
39061006600,39,061,006600,76.1,2.935,3
39061006800,39,061,006800,69.7,1.655,3
39061006900,39,061,006900,71.6,2.039,3
39061007000,39,061,007000,79.4,3.3163,3
39061007100,39,061,007100,77.6,1.6185,3
39061007300,39,061,007300,73.5,2.9027,3
39061007500,39,061,007500,73.4,2.1568,3
39061007700,39,061,007700,73.6,3.1788,1
39061007800,39,061,007800,73.4,2.7395,1
39061007900,39,061,007900,74.4,2.1559,2
39061008000,39,061,008000,68,1.9573,1
39061008100,39,061,008100,74.2,2.1981,3
39061008201,39,061,008201,74.4,3.2649,3
39061008202,39,061,008202,74.1,1.9178,3
39061008400,39,061,008400,74.3,1.5898,3
39061008501,39,061,008501,70.2,2.2935,3
39061008601,39,061,008601,68.7,2.965,3
39061008800,39,061,008800,72.4,1.1164,2
39061009200,39,061,009200,72.8,1.6477,2
39061009300,39,061,009300,67.6,2.3437,3
39061009400,39,061,009400,67.5,2.6889,3
39061009500,39,061,009500,70.8,3.1518,3
39061009600,39,061,009600,70.6,1.7147,3
39061009700,39,061,009700,71.3,1.3944,3
39061009800,39,061,009800,64.9,1.7517,3
39061009901,39,061,009901,77,1.7787,3
39061009902,39,061,009902,71.1,1.5209,3
39061010002,39,061,010002,73.7,2.7602,3
39061010003,39,061,010003,73.5,1.0832,2
39061010004,39,061,010004,70,1.8687,1
39061010005,39,061,010005,76.3,2.9437,3
39061010100,39,061,010100,73.9,1.4204,3
39061010201,39,061,010201,76.2,1.7952,3
39061010202,39,061,010202,76.3,1.9313,3
39061010300,39,061,010300,71.8,1.7028,2
39061010400,39,061,010400,75.8,3.141,3
39061010500,39,061,010500,76.8,1.5035,2
39061010600,39,061,010600,74.3,2.564,3
39061010700,39,061,010700,75.8,2.3126,3
39061010900,39,061,010900,74,1.8785,3
39061011000,39,061,011000,71.5,2.1665,3
39061011100,39,061,011100,77.8,1.6311,1
39061020401,39,061,020401,72,1.2846,3
39061020403,39,061,020403,77.7,1.4316,3
39061020404,39,061,020404,81.8,1.6277,3
39061020501,39,061,020501,79,1.1607,3
39061020502,39,061,020502,82.3,1.6807,3
39061020504,39,061,020504,79.6,2.4488,3
39061020505,39,061,020505,75.8,0.9784,2
39061020601,39,061,020601,80.7,1.5536,3
39061020602,39,061,020602,80.8,1.4963,3
39061020701,39,061,020701,79,1.3713,3
39061020705,39,061,020705,74.6,1.7097,3
39061020707,39,061,020707,80.1,1.6395,3
39061020741,39,061,020741,72.4,1.3343,2
39061020742,39,061,020742,74,1.0725,3
39061020761,39,061,020761,76.6,1.3125,3
39061020762,39,061,020762,75.6,1.4864,3
39061020802,39,061,020802,78,1.2198,3
39061020811,39,061,020811,78.5,1.2329,3
39061020812,39,061,020812,81.2,1.3876,3
39061020901,39,061,020901,78.5,1.6091,3
39061020902,39,061,020902,73.1,1.2003,3
39061021001,39,061,021001,77,1.5976,3
39061021002,39,061,021002,80.2,1.4138,3
39061021003,39,061,021003,76.7,1.9529,3
39061021101,39,061,021101,81.2,1.2103,3
39061021102,39,061,021102,79.4,0.8051,3
39061021201,39,061,021201,83.8,2.1062,3
39061021202,39,061,021202,75.6,2.5028,3
39061021302,39,061,021302,82,1.665,3
39061021303,39,061,021303,80.4,1.1987,3
39061021304,39,061,021304,78.1,1.0941,1
39061021401,39,061,021401,75.1,1.2626,3
39061021421,39,061,021421,78.2,1.1641,3
39061021422,39,061,021422,81.8,3.4248,3
39061021501,39,061,021501,75.6,2.3348,3
39061021504,39,061,021504,78.2,2.3285,3
39061021505,39,061,021505,75.9,2.0334,3
39061021506,39,061,021506,72.9,1.6491,3
39061021508,39,061,021508,82.5,3.0313,1
39061021509,39,061,021509,76.2,1.3453,3
39061021571,39,061,021571,74.5,1.3414,3
39061021572,39,061,021572,76.1,2.0662,3
39061021602,39,061,021602,73.4,2.112,3
39061021603,39,061,021603,72.7,1.968,3
39061021604,39,061,021604,74.8,1.5774,1
39061021701,39,061,021701,74.9,1.56,3
39061021702,39,061,021702,73.2,1.4344,3
39061021801,39,061,021801,74.9,1.2167,3
39061021802,39,061,021802,74.8,1.1589,2
39061021900,39,061,021900,70,2.2697,3
39061022000,39,061,022000,78.6,1.1456,3
39061022101,39,061,022101,79.9,1.3436,3
39061022102,39,061,022102,77,1.3013,3
39061022200,39,061,022200,80,1.016,2
39061022301,39,061,022301,78.5,1.186,3
39061022302,39,061,022302,79.1,1.2,3
39061022400,39,061,022400,79.1,1.6349,3
39061022500,39,061,022500,78.5,1.3446,3
39061022601,39,061,022601,82.3,1.1914,3
39061022602,39,061,022602,80,3.0227,3
39061022700,39,061,022700,71.6,1.1983,2
39061023001,39,061,023001,78.3,1.6652,3
39061023002,39,061,023002,77.8,1.7506,3
39061023100,39,061,023100,81.1,1.4401,3
39061023201,39,061,023201,72.5,2.2122,3
39061023210,39,061,023210,76.9,1.3816,1
39061023222,39,061,023222,77.3,1.9438,3
39061023300,39,061,023300,84.9,1.6625,3
39061023400,39,061,023400,74.3,1.7627,3
39061023501,39,061,023501,86.5,2.2225,3
39061023522,39,061,023522,78.4,1.4622,3
39061023600,39,061,023600,77.6,1.3304,3
39061023701,39,061,023701,71.6,1.4154,3
39061023702,39,061,023702,77.7,1.9315,3
39061023800,39,061,023800,76.3,1.3125,3
39061023901,39,061,023901,80.3,1.3801,3
39061023902,39,061,023902,83.5,1.2751,3
39061024001,39,061,024001,79.4,1.1908,1
39061024002,39,061,024002,76.8,1.3232,3
39061024100,39,061,024100,79.7,1.0835,3
39061024200,39,061,024200,77.7,2.0407,3
39061024301,39,061,024301,78.1,1.1385,3
39061024303,39,061,024303,80.7,3.0509,1
39061024321,39,061,024321,82.2,1.1118,3
39061024322,39,061,024322,88.2,3.9985,3
39061024400,39,061,024400,86.3,2.2931,3
39061024700,39,061,024700,77.4,1.6693,3
39061024800,39,061,024800,81,1.3993,3
39061024901,39,061,024901,70.4,1.619,3
39061024902,39,061,024902,81.4,1.3365,3
39061025001,39,061,025001,79.5,1.1652,3
39061025002,39,061,025002,81.2,1.5461,1
39061025101,39,061,025101,82,1.6973,3
39061025102,39,061,025102,81.9,1.746,3
39061025103,39,061,025103,79.7,1.0167,3
39061025104,39,061,025104,84.9,3.0754,3
39061025200,39,061,025200,73.3,1.6968,1
39061025300,39,061,025300,74.1,2.3124,3
39061025401,39,061,025401,75.4,1.1681,2
39061025402,39,061,025402,73.4,1.4364,3
39061025500,39,061,025500,71.5,1.2335,3
39061025600,39,061,025600,74.2,1.6642,3
39061025700,39,061,025700,65.5,1.6643,3
39061025800,39,061,025800,74.8,0.9216,2
39061026001,39,061,026001,81.9,1.6042,3
39061026002,39,061,026002,78.3,1.8211,3
39061026101,39,061,026101,75.1,1.2334,3
39061026102,39,061,026102,73.5,1.4175,3
39061026200,39,061,026200,67.9,2.0245,3
39061026300,39,061,026300,73,2.8221,2
39061026400,39,061,026400,73.4,1.856,2
39061026500,39,061,026500,79.8,1.9576,2
39061026600,39,061,026600,78.8,3.4583,3
39061026700,39,061,026700,71.6,1.3347,2
39061026800,39,061,026800,86.7,3.6794,3
39061026900,39,061,026900,67.5,2.0913,3
39061027000,39,061,027000,67.2,1.6789,1
39061027100,39,061,027100,69.3,2.826,3
39061027200,39,061,027200,72.1,1.1906,2
39061027300,39,061,027300,84.4,2.4528,3
39061027400,39,061,027400,71.2,1.2617,3
39063000100,39,063,000100,77.3,1.2298,3
39063000200,39,063,000200,81,1.1635,3
39063000300,39,063,000300,82.8,2.1574,3
39063000400,39,063,000400,80.2,1.4479,3
39063000500,39,063,000500,77,2.034,1
39063000600,39,063,000600,76.4,1.2249,3
39063000700,39,063,000700,80.7,1.3479,3
39063000800,39,063,000800,78.1,1.6211,3
39063000900,39,063,000900,73.2,1.2706,2
39063001000,39,063,001000,77.1,1.1855,3
39063001100,39,063,001100,76.3,1.5921,3
39063001200,39,063,001200,79.3,0.9873,3
39063001300,39,063,001300,82.4,1.9825,3
39065000100,39,065,000100,77.7,1.7719,3
39065000200,39,065,000200,74.5,1.5486,3
39065000300,39,065,000300,80.1,1.5207,3
39065000400,39,065,000400,81.5,2.5998,3
39065000500,39,065,000500,76.8,1.2336,3
39065000600,39,065,000600,72.4,1.0674,3
39065000700,39,065,000700,80.2,1.6295,3
39067975600,39,067,975600,78.4,1.4528,3
39067975700,39,067,975700,79.6,1.9799,3
39067975800,39,067,975800,75.1,1.6969,3
39067975900,39,067,975900,82.1,3.0725,3
39067976000,39,067,976000,71.6,1.1874,3
39069000100,39,069,000100,81,1.3578,3
39069000200,39,069,000200,83.9,2.1247,3
39069000300,39,069,000300,81.2,1.5486,3
39069000400,39,069,000400,77.3,0.9872,2
39069000500,39,069,000500,79.2,1.4066,3
39069000600,39,069,000600,79.4,1.2393,3
39069000700,39,069,000700,80.1,1.8132,3
39071954400,39,071,954400,75.7,2.0864,1
39071954500,39,071,954500,71.3,1.3313,3
39071954600,39,071,954600,79,1.6598,1
39071954700,39,071,954700,74.1,1.1763,3
39071954800,39,071,954800,73.9,1.1228,3
39071954900,39,071,954900,75,1.3554,3
39071955000,39,071,955000,74.1,1.4249,3
39071955100,39,071,955100,77,1.3432,3
39071955200,39,071,955200,76.4,2.2447,2
39073964900,39,073,964900,78.5,1.9349,3
39073965000,39,073,965000,73.6,1.6479,3
39073965100,39,073,965100,76.6,1.5303,3
39073965200,39,073,965200,79.1,1.8318,3
39073965300,39,073,965300,75.6,1.4048,3
39073965400,39,073,965400,73.1,1.0844,3
39073965500,39,073,965500,84.2,3.8348,3
39075976301,39,075,976301,85,3.2045,3
39075976302,39,075,976302,87.3,3.0509,3
39075976400,39,075,976400,77.3,1.0011,2
39075976500,39,075,976500,85.2,2.3844,1
39075976600,39,075,976600,84.1,2.6575,3
39075976700,39,075,976700,76.6,1.1703,3
39075976801,39,075,976801,85.2,3.2577,3
39075976802,39,075,976802,83.3,2.4259,3
39077915400,39,077,915400,76.3,1.6131,1
39077915500,39,077,915500,79.4,1.733,3
39077915600,39,077,915600,77.2,1.5126,3
39077915700,39,077,915700,73.8,1.2417,3
39077915800,39,077,915800,76.2,1.1362,3
39077915900,39,077,915900,81.9,1.9827,3
39077916000,39,077,916000,74.2,1.2333,3
39077916100,39,077,916100,79.8,1.8621,3
39077916200,39,077,916200,77.8,2.358,3
39077916300,39,077,916300,74.2,1.6607,3
39077916400,39,077,916400,78.4,1.6702,3
39077916500,39,077,916500,78.5,1.2197,3
39077916600,39,077,916600,75,1.2902,1
39079957200,39,079,957200,72.4,1.3629,3
39079957300,39,079,957300,73.3,1.7187,3
39079957400,39,079,957400,74.7,1.7793,3
39079957500,39,079,957500,74.4,1.315,3
39079957600,39,079,957600,70.8,1.5895,3
39079957700,39,079,957700,74.1,1.2073,3
39079957800,39,079,957800,74.7,1.1241,3
39081000200,39,081,000200,73.5,1.2242,2
39081000400,39,081,000400,73,1.8371,1
39081000600,39,081,000600,73.8,2.056,3
39081000800,39,081,000800,61.6,3.1082,3
39081001000,39,081,001000,78.1,1.5874,3
39081001200,39,081,001200,75.8,1.1967,3
39081001300,39,081,001300,71.1,2.0063,3
39081001400,39,081,001400,77.2,1.4302,3
39081001700,39,081,001700,69.8,2.1973,3
39081011000,39,081,011000,75.3,2.0061,3
39081011100,39,081,011100,74.9,1.829,3
39081011200,39,081,011200,71.5,1.7005,3
39081011300,39,081,011300,74.6,1.4701,3
39081011401,39,081,011401,76.8,1.3093,3
39081011402,39,081,011402,74.5,1.6317,3
39081011500,39,081,011500,78,1.422,1
39081011700,39,081,011700,72.5,2.4003,3
39081011800,39,081,011800,73.8,1.2885,3
39081011900,39,081,011900,71.9,1.5215,3
39081012000,39,081,012000,80.1,1.8839,3
39081012100,39,081,012100,76.5,1.5212,3
39081012200,39,081,012200,76.4,1.6146,2
39081012300,39,081,012300,75.3,1.3585,3
39083006700,39,083,006700,77.5,1.2771,3
39083006801,39,083,006801,82.6,2.7958,3
39083006802,39,083,006802,77.2,1.7456,3
39083006900,39,083,006900,78.3,1.2357,1
39083007000,39,083,007000,79.8,1.9085,3
39083007100,39,083,007100,75.5,1.4796,3
39083007200,39,083,007200,73.7,1.454,3
39083007300,39,083,007300,75.6,1.0807,3
39083007400,39,083,007400,78.3,1.1707,3
39083007500,39,083,007500,78.7,1.451,3
39083007600,39,083,007600,72.8,1.3806,3
39083007700,39,083,007700,76.1,1.1266,1
39085200100,39,085,200100,75.1,1.5393,3
39085200200,39,085,200200,78,1.5213,3
39085200300,39,085,200300,80.5,1.8283,3
39085200400,39,085,200400,79.8,1.6805,3
39085200500,39,085,200500,78.6,1.1992,3
39085200600,39,085,200600,76.7,1.2498,3
39085200700,39,085,200700,77,1.4563,3
39085200800,39,085,200800,77,1.3189,3
39085200900,39,085,200900,74.4,0.9901,2
39085201000,39,085,201000,79.9,1.2205,3
39085201100,39,085,201100,82.2,1.5406,3
39085201200,39,085,201200,77.6,1.5322,3
39085201300,39,085,201300,77.2,1.2878,3
39085201500,39,085,201500,78.9,1.3757,3
39085201600,39,085,201600,80.6,1.2626,3
39085201700,39,085,201700,76.2,1.749,3
39085201800,39,085,201800,78.1,1.3178,3
39085201900,39,085,201900,78.8,1.2813,3
39085202000,39,085,202000,77.9,1.5034,3
39085202100,39,085,202100,72.5,2.1326,3
39085202400,39,085,202400,79.6,1.439,3
39085202500,39,085,202500,76,1.3139,3
39085202600,39,085,202600,76,1.2827,3
39085202700,39,085,202700,80.4,3.4752,3
39085202800,39,085,202800,77.8,1.0632,3
39085202900,39,085,202900,79.9,1.2863,3
39085203000,39,085,203000,77.7,1.049,3
39085203200,39,085,203200,78.8,1.5225,3
39085203400,39,085,203400,78.8,1.3885,3
39085203500,39,085,203500,80.5,1.3467,3
39085203700,39,085,203700,80.5,1.3139,3
39085204000,39,085,204000,73.6,1.5666,3
39085204200,39,085,204200,75.4,1.4919,3
39085204301,39,085,204301,80.6,3.2602,2
39085204302,39,085,204302,77.4,1.4969,3
39085204400,39,085,204400,74.7,1.8491,3
39085204500,39,085,204500,69.6,2.1471,3
39085204700,39,085,204700,76.6,1.3884,3
39085204800,39,085,204800,76.7,1.4037,3
39085204900,39,085,204900,79.5,1.5613,3
39085205002,39,085,205002,80.8,1.6757,3
39085205100,39,085,205100,81.7,1.4158,3
39085205200,39,085,205200,80.3,2.1902,3
39085205300,39,085,205300,78.5,1.7958,3
39085205400,39,085,205400,82.1,2.4434,3
39085205701,39,085,205701,76.5,1.5313,3
39085205702,39,085,205702,77.6,2.1604,3
39085205800,39,085,205800,79.6,2.6057,3
39085205900,39,085,205900,77.4,1.1175,2
39085206000,39,085,206000,75.3,1.6867,3
39085206100,39,085,206100,78.4,1.5074,3
39085206200,39,085,206200,79.1,1.9219,3
39085206300,39,085,206300,79.6,1.8064,3
39085206400,39,085,206400,79.9,1.0255,3
39085206500,39,085,206500,79.3,1.5001,3
39085206600,39,085,206600,75.2,0.9781,3
39087050100,39,087,050100,73.4,1.8063,3
39087050200,39,087,050200,71.5,1.472,3
39087050300,39,087,050300,70.2,1.5043,3
39087050400,39,087,050400,70.7,1.5101,3
39087050500,39,087,050500,76.1,1.1834,3
39087050600,39,087,050600,72.2,1.9791,3
39087050700,39,087,050700,76.4,1.4192,2
39087050800,39,087,050800,75.3,2.5486,3
39087050900,39,087,050900,73.5,2.3026,3
39087051001,39,087,051001,74.7,1.2818,3
39087051002,39,087,051002,75.6,1.3326,3
39087051100,39,087,051100,76.6,1.4733,3
39087051200,39,087,051200,74.2,1.0703,3
39087051300,39,087,051300,75.2,1.809,3
39087051401,39,087,051401,77,1.064,3
39087051402,39,087,051402,75,1.1738,3
39089750700,39,089,750700,69.4,1.414,1
39089751000,39,089,751000,74.2,1.7792,3
39089751300,39,089,751300,74.8,1.2439,3
39089751600,39,089,751600,76.5,1.1543,3
39089751900,39,089,751900,73.2,1.3343,3
39089752200,39,089,752200,75.3,1.2608,3
39089752500,39,089,752500,70.7,1.3485,1
39089752800,39,089,752800,79.4,2.1297,3
39089753100,39,089,753100,76,0.7163,2
39089753300,39,089,753300,75.4,0.9751,3
39089753600,39,089,753600,78.9,1.899,3
39089753900,39,089,753900,81.5,1.2946,3
39089754101,39,089,754101,76.7,0.9264,3
39089754400,39,089,754400,76,1.0318,1
39089754700,39,089,754700,76.6,1.104,1
39089755000,39,089,755000,76.1,1.1787,3
39089755300,39,089,755300,76.9,1.2018,1
39089755600,39,089,755600,79.6,1.4601,3
39089755900,39,089,755900,79.4,1.7304,3
39089756201,39,089,756201,75.7,1.2816,3
39089756202,39,089,756202,81.4,1.9,3
39089756500,39,089,756500,76.6,1.3152,3
39089756800,39,089,756800,77.8,1.3685,1
39089757100,39,089,757100,80.6,1.9252,3
39089757400,39,089,757400,77.6,1.5248,2
39089757700,39,089,757700,84.3,1.7755,3
39089758300,39,089,758300,74.2,1.7372,3
39089758600,39,089,758600,82.1,2.0533,3
39089758900,39,089,758900,80.5,2.4268,3
39089759000,39,089,759000,71.4,1.7362,3
39089759100,39,089,759100,79.1,1.1557,3
39091003800,39,091,003800,78.4,0.8502,2
39091003900,39,091,003900,81.4,1.763,1
39091004000,39,091,004000,80.7,2.8372,3
39091004100,39,091,004100,72.9,2.1911,3
39091004200,39,091,004200,71.1,1.7578,3
39091004300,39,091,004300,79.7,1.6212,3
39091004400,39,091,004400,72.6,0.9631,2
39091004500,39,091,004500,75.9,1.2172,3
39091004600,39,091,004600,75.8,1.4106,3
39091004700,39,091,004700,78.9,1.5546,3
39091004800,39,091,004800,78.7,1.1777,3
39093010200,39,093,010200,80.6,1.2151,3
39093010300,39,093,010300,81.4,1.4631,3
39093010400,39,093,010400,82.1,1.6898,3
39093013100,39,093,013100,85.7,1.6033,3
39093013200,39,093,013200,81.5,1.2444,3
39093021100,39,093,021100,75.1,1.4622,3
39093021200,39,093,021200,76.1,1.7709,3
39093022100,39,093,022100,77,1.6885,3
39093022200,39,093,022200,70.9,1.4195,3
39093022400,39,093,022400,73.1,1.9745,2
39093022500,39,093,022500,76.1,2.3548,3
39093022601,39,093,022601,71.1,2.0262,3
39093022800,39,093,022800,74,1.5774,3
39093023000,39,093,023000,72.6,1.4654,3
39093023100,39,093,023100,74.1,1.2584,3
39093023300,39,093,023300,72.3,1.6577,3
39093023400,39,093,023400,78,1.6046,3
39093023500,39,093,023500,75.6,1.7902,3
39093023600,39,093,023600,77.4,1.975,3
39093023700,39,093,023700,75.7,1.2764,3
39093023800,39,093,023800,73.5,1.8143,3
39093024000,39,093,024000,75.8,1.9412,3
39093024100,39,093,024100,75.8,1.3523,3
39093024200,39,093,024200,77.3,2.2042,3
39093028100,39,093,028100,80.3,1.7854,3
39093030100,39,093,030100,78.3,1.46,3
39093050100,39,093,050100,82.3,2.0596,3
39093050200,39,093,050200,78.8,1.1252,3
39093050300,39,093,050300,83.9,2.3187,1
39093050400,39,093,050400,77.2,1.5139,3
39093057100,39,093,057100,73.5,1.3239,3
39093060100,39,093,060100,78.5,1.2476,3
39093060200,39,093,060200,79.6,1.2594,2
39093070101,39,093,070101,79,1.2618,3
39093070102,39,093,070102,79.8,1.8261,1
39093070200,39,093,070200,74.8,1.7955,3
39093070300,39,093,070300,73.9,1.231,3
39093070400,39,093,070400,74.6,1.5408,3
39093070500,39,093,070500,72.4,1.4151,3
39093070600,39,093,070600,76.8,0.9987,3
39093070700,39,093,070700,72.8,1.482,3
39093070800,39,093,070800,64.8,2.2397,3
39093070901,39,093,070901,72.3,3.0671,3
39093070902,39,093,070902,74.3,1.4986,3
39093071000,39,093,071000,71.2,1.7254,3
39093071100,39,093,071100,80.2,1.1666,3
39093071201,39,093,071201,76,1.4081,3
39093071202,39,093,071202,77.5,1.0087,3
39093071300,39,093,071300,78.6,1.434,3
39093071400,39,093,071400,72.3,1.8765,3
39093077100,39,093,077100,81.5,2.2683,3
39093080101,39,093,080101,74.5,1.46,3
39093080103,39,093,080103,78.9,1.519,3
39093080104,39,093,080104,78.3,1.8198,3
39093080500,39,093,080500,80.7,1.8863,3
39093080600,39,093,080600,75.7,1.3151,3
39093080700,39,093,080700,81.2,1.1931,3
39093090100,39,093,090100,79.5,1.8851,3
39093090200,39,093,090200,77.9,1.5334,3
39093091200,39,093,091200,75.5,1.8669,3
39093092100,39,093,092100,78.1,1.2051,3
39093093100,39,093,093100,80.2,1.4916,3
39093094100,39,093,094100,78.9,1.3965,3
39093095100,39,093,095100,75.3,0.9141,2
39093096100,39,093,096100,76.8,1.0766,3
39093097100,39,093,097100,78.1,1.6521,3
39093097200,39,093,097200,77.9,1.2963,3
39093097300,39,093,097300,74.7,1.4024,2
39093097400,39,093,097400,83.6,1.4178,3
39095000200,39,095,000200,76.7,1.4566,3
39095000300,39,095,000300,73.2,1.6141,1
39095000400,39,095,000400,75.8,2.1242,3
39095000600,39,095,000600,75.4,2.5375,3
39095000700,39,095,000700,74.7,2.1129,3
39095000800,39,095,000800,63.6,2.4382,3
39095000900,39,095,000900,69.6,2.3174,3
39095001000,39,095,001000,71.7,2.0353,1
39095001100,39,095,001100,71.4,2.1444,3
39095001201,39,095,001201,75.4,1.4233,3
39095001202,39,095,001202,72,2.5349,3
39095001301,39,095,001301,79.9,1.3085,3
39095001302,39,095,001302,73,2.9199,3
39095001303,39,095,001303,78.8,2.6493,3
39095001400,39,095,001400,69.9,1.8052,3
39095001500,39,095,001500,73,2.9334,3
39095001600,39,095,001600,76.5,3.0892,3
39095001700,39,095,001700,67.5,2.2934,3
39095001800,39,095,001800,70.7,2.5039,3
39095001900,39,095,001900,67.7,2.0693,1
39095002000,39,095,002000,65.7,1.8903,3
39095002100,39,095,002100,69.6,1.5434,3
39095002200,39,095,002200,69.9,2.6449,3
39095002300,39,095,002300,72,1.267,2
39095002401,39,095,002401,75.3,2.2554,3
39095002402,39,095,002402,66.3,3.6419,3
39095002500,39,095,002500,71.5,1.9766,3
39095002600,39,095,002600,65.8,2.9064,3
39095002800,39,095,002800,72.1,2.678,2
39095002900,39,095,002900,62.5,2.6294,3
39095003000,39,095,003000,68.7,1.9415,3
39095003100,39,095,003100,71.8,1.5745,2
39095003200,39,095,003200,70.3,2.079,3
39095003300,39,095,003300,71.7,2.0021,3
39095003500,39,095,003500,71.6,2.0239,2
39095003600,39,095,003600,65.3,2.9828,3
39095003900,39,095,003900,74.4,1.8752,3
39095004000,39,095,004000,70.8,2.3641,3
39095004200,39,095,004200,75,2.1663,2
39095004400,39,095,004400,75.5,1.7904,3
39095004501,39,095,004501,78.5,2.7559,3
39095004503,39,095,004503,77.8,1.7851,3
39095004504,39,095,004504,78.2,1.3644,3
39095004600,39,095,004600,73.7,2.094,1
39095004701,39,095,004701,70.2,1.5813,3
39095004702,39,095,004702,70.8,1.4076,3
39095004800,39,095,004800,70.9,2.1071,3
39095004900,39,095,004900,70.4,1.8382,3
39095005000,39,095,005000,73.9,1.1531,2
39095005100,39,095,005100,70.2,1.3762,3
39095005200,39,095,005200,73,1.6179,3
39095005300,39,095,005300,75.4,2.7315,3
39095005400,39,095,005400,70.1,1.8081,3
39095005501,39,095,005501,73.1,1.7658,3
39095005502,39,095,005502,78,1.9428,3
39095005503,39,095,005503,76.5,1.3638,3
39095005600,39,095,005600,75.1,1.6048,3
39095005701,39,095,005701,77.9,2.0301,3
39095005702,39,095,005702,76.3,1.7321,3
39095005703,39,095,005703,73,2.1381,3
39095005801,39,095,005801,77.3,2.0353,1
39095005802,39,095,005802,75.2,1.3205,3
39095005901,39,095,005901,77.4,1.6333,3
39095005902,39,095,005902,75.6,1.349,3
39095006000,39,095,006000,78.2,1.5069,3
39095006100,39,095,006100,84.4,2.7698,3
39095006200,39,095,006200,76.6,2.2265,3
39095006300,39,095,006300,79.3,2.8071,3
39095006400,39,095,006400,80.4,1.9763,3
39095006500,39,095,006500,78.3,3.5553,3
39095006600,39,095,006600,70.9,2.0847,3
39095006700,39,095,006700,72.1,1.9273,2
39095006800,39,095,006800,74,1.8502,3
39095006900,39,095,006900,77,2.2088,3
39095007001,39,095,007001,81.1,1.9725,3
39095007002,39,095,007002,80.1,2.0307,3
39095007101,39,095,007101,80.8,1.416,3
39095007102,39,095,007102,80.3,1.2579,3
39095007202,39,095,007202,76.9,1.3675,3
39095007203,39,095,007203,76.5,3.6718,3
39095007204,39,095,007204,82.7,2.2942,3
39095007205,39,095,007205,76.8,1.315,3
39095007301,39,095,007301,76.1,1.1369,3
39095007302,39,095,007302,71.1,1.5248,3
39095007303,39,095,007303,69.4,1.4025,1
39095007400,39,095,007400,75.8,1.4445,3
39095007500,39,095,007500,79.9,2.0814,3
39095007600,39,095,007600,80.8,0.9713,3
39095007700,39,095,007700,77.9,1.6438,3
39095007800,39,095,007800,78.2,1.8475,3
39095007901,39,095,007901,74.8,1.1984,3
39095007902,39,095,007902,77.6,1.5257,3
39095008000,39,095,008000,77,1.3343,3
39095008100,39,095,008100,75.8,1.0046,2
39095008201,39,095,008201,80,1.4921,3
39095008202,39,095,008202,82.7,1.2773,3
39095008203,39,095,008203,81.7,0.9628,3
39095008301,39,095,008301,80.7,1.2614,3
39095008302,39,095,008302,78.7,1.6891,3
39095008400,39,095,008400,78,1.614,3
39095008500,39,095,008500,78,1.8408,3
39095008600,39,095,008600,77.1,1.6916,3
39095008700,39,095,008700,76.3,1.1001,2
39095008800,39,095,008800,78.1,0.949,3
39095008901,39,095,008901,78.5,1.2086,3
39095008902,39,095,008902,76.7,1.0729,3
39095009000,39,095,009000,79.6,0.9621,3
39095009101,39,095,009101,80.6,1.8215,3
39095009102,39,095,009102,73.7,2.076,3
39095009201,39,095,009201,80.4,1.3006,1
39095009202,39,095,009202,83.5,1.4186,1
39095009300,39,095,009300,79.4,1.5716,3
39095009400,39,095,009400,75.7,1.9918,3
39095009500,39,095,009500,78.5,2.5524,3
39095009600,39,095,009600,80.9,2.1157,3
39095009700,39,095,009700,78.7,1.1083,2
39095009800,39,095,009800,76.2,1.4501,3
39095009900,39,095,009900,76.5,1.038,3
39095010001,39,095,010001,76,1.2801,3
39095010002,39,095,010002,80.3,1.4479,3
39095010100,39,095,010100,73.9,1.253,3
39095010200,39,095,010200,73.5,1.5168,3
39095010300,39,095,010300,74.7,1.5342,2
39097040101,39,097,040101,82.8,2.6456,3
39097040102,39,097,040102,80.5,2.6447,3
39097040201,39,097,040201,79.9,3.3213,3
39097040202,39,097,040202,76.6,2.3587,3
39097040400,39,097,040400,74.5,1.5279,3
39097040500,39,097,040500,77.3,1.6621,3
39097040600,39,097,040600,74.3,1.9593,3
39097040700,39,097,040700,69,1.2766,3
39097041100,39,097,041100,74.4,1.3516,3
39097041200,39,097,041200,75.9,1.8703,3
39097041300,39,097,041300,77.3,1.6607,3
39099800300,39,099,800300,72.1,2.5271,3
39099800500,39,099,800500,76.1,1.5204,3
39099800600,39,099,800600,71.1,2.6422,3
39099801000,39,099,801000,71,2.6865,3
39099801100,39,099,801100,72.8,1.0556,2
39099801200,39,099,801200,70.8,2.2995,3
39099801300,39,099,801300,70.2,1.6166,3
39099801400,39,099,801400,74.7,2.3728,3
39099801500,39,099,801500,77.9,2.5191,3
39099801600,39,099,801600,71.2,2.2291,1
39099801700,39,099,801700,73,1.8887,2
39099802100,39,099,802100,68.2,3.2483,3
39099802300,39,099,802300,72.1,1.5562,2
39099802400,39,099,802400,72.6,2.502,3
39099802500,39,099,802500,71.4,2.2426,3
39099802600,39,099,802600,74.3,2.0025,3
39099802701,39,099,802701,69.8,3.6725,3
39099802702,39,099,802702,75.6,2.7587,3
39099802800,39,099,802800,72.1,1.9665,1
