"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
39035161700,39,035,161700,71.6,2.0214,3
39035170101,39,035,170101,80.6,1.5125,3
39035170102,39,035,170102,80.1,1.0538,3
39035170201,39,035,170201,80.8,2.3541,3
39035170202,39,035,170202,81.3,1.1575,3
39035171102,39,035,171102,74.3,2.0036,3
39035171103,39,035,171103,73.1,1.434,3
39035171104,39,035,171104,69.2,2.5189,3
39035171203,39,035,171203,74.5,2.5314,3
39035171204,39,035,171204,72.9,2.1133,3
39035171205,39,035,171205,72.8,1.9857,3
39035171206,39,035,171206,74.8,2.2095,2
39035172101,39,035,172101,76.4,1.314,3
39035172102,39,035,172102,81.8,1.7309,3
39035172103,39,035,172103,80.2,1.4454,3
39035172201,39,035,172201,81,1.5113,3
39035172202,39,035,172202,80.3,1.4791,3
39035173103,39,035,173103,79.8,1.5528,3
39035173104,39,035,173104,80,1.7428,3
39035173105,39,035,173105,80.4,1.2687,3
39035173106,39,035,173106,80.5,1.3236,3
39035173107,39,035,173107,78.4,1.5382,3
39035174103,39,035,174103,80,1.4911,3
39035174104,39,035,174104,79.1,1.4595,3
39035174105,39,035,174105,80.7,1.2942,3
39035174106,39,035,174106,77.4,1.1256,3
39035174107,39,035,174107,80.8,1.5746,3
39035174203,39,035,174203,81.8,1.5856,3
39035174204,39,035,174204,77.8,1.2541,3
39035174205,39,035,174205,79,1.7658,3
39035174206,39,035,174206,76,1.9797,3
39035174207,39,035,174207,77.2,1.268,3
39035175103,39,035,175103,79.6,1.09,3
39035175104,39,035,175104,82.1,1.5931,3
39035175105,39,035,175105,80.2,1.1713,3
39035175106,39,035,175106,81.9,1.5117,3
39035175201,39,035,175201,80.4,1.2415,3
39035175202,39,035,175202,80.4,1.4916,3
39035176100,39,035,176100,78.2,1.5232,3
39035176200,39,035,176200,79.1,1.2574,3
39035177101,39,035,177101,80.1,1.553,3
39035177103,39,035,177103,78.1,1.5021,3
39035177104,39,035,177104,76.2,1.4434,3
39035177201,39,035,177201,76.7,1.2564,3
39035177202,39,035,177202,76.1,1.3814,3
39035177302,39,035,177302,76,1.2712,3
39035177303,39,035,177303,76.9,1.2627,3
39035177304,39,035,177304,76.6,1.8569,3
39035177403,39,035,177403,80.5,1.7939,3
39035177404,39,035,177404,77.9,2.1985,3
39035177405,39,035,177405,78.4,1.2686,3
39035177406,39,035,177406,77.1,1.1912,3
39035177501,39,035,177501,77.6,1.1987,3
39035177503,39,035,177503,77.7,1.1261,3
39035177504,39,035,177504,76.9,0.94,3
39035177505,39,035,177505,79.1,1.2013,3
39035177604,39,035,177604,76,0.9899,2
39035177605,39,035,177605,77.8,1.3395,3
39035177606,39,035,177606,78.9,1.3534,3
39035177607,39,035,177607,84.3,1.6999,3
39035177608,39,035,177608,78.9,1.5676,3
39035177609,39,035,177609,80.1,1.7147,3
39035178101,39,035,178101,76.2,1.3872,3
39035178102,39,035,178102,76.7,1.1666,3
39035178201,39,035,178201,75.7,1.2379,3
39035178204,39,035,178204,73.4,3.7792,3
39035178205,39,035,178205,77.4,1.5867,3
39035178206,39,035,178206,77.1,1.4645,3
39035179101,39,035,179101,85.4,1.8836,3
39035179102,39,035,179102,83.7,1.9839,3
39035180102,39,035,180102,80.5,1.3712,3
39035180103,39,035,180103,80.1,1.3111,3
39035180104,39,035,180104,76.9,2.3741,3
39035181100,39,035,181100,82,1.0068,3
39035181201,39,035,181201,81.7,1.2252,3
39035181203,39,035,181203,80.2,1.2647,3
39035181204,39,035,181204,82,1.1783,3
39035182103,39,035,182103,79.1,1.6606,3
39035182104,39,035,182104,79.6,1.404,3
39035182105,39,035,182105,80,1.1593,3
39035182106,39,035,182106,79.7,1.1771,3
39035183200,39,035,183200,85.6,2.4038,3
39035183300,39,035,183300,86.2,1.9949,3
39035183401,39,035,183401,88.6,3.5177,3
39035183402,39,035,183402,77.2,1.8231,3
39035183501,39,035,183501,83.4,1.9365,3
39035183502,39,035,183502,82.8,1.7463,3
39035183603,39,035,183603,75.2,2.134,3
39035183604,39,035,183604,79.6,2.27,3
39035183605,39,035,183605,79.2,1.5797,3
39035183606,39,035,183606,78.3,2.4301,3
39035184103,39,035,184103,84.6,2.4467,3
39035184104,39,035,184104,80.1,1.8141,3
39035184105,39,035,184105,86,3.5528,3
39035184106,39,035,184106,80.6,1.6626,3
39035184108,39,035,184108,83.4,1.7856,3
39035185101,39,035,185101,76.9,1.409,3
39035185102,39,035,185102,79.4,1.8212,3
39035185103,39,035,185103,76.8,2.0859,3
39035185104,39,035,185104,80.4,1.3059,3
39035185202,39,035,185202,78.4,1.3305,3
39035185203,39,035,185203,77.1,1.3629,3
39035186103,39,035,186103,81.1,1.2625,3
39035186104,39,035,186104,79.6,1.3741,3
39035186105,39,035,186105,78,1.2117,3
39035186106,39,035,186106,79,1.2547,3
39035186107,39,035,186107,82,1.5238,3
39035186201,39,035,186201,83,1.333,3
39035186202,39,035,186202,80.5,1.305,3
39035186203,39,035,186203,79.7,1.3132,3
39035186205,39,035,186205,83.3,1.6006,3
39035186206,39,035,186206,82.9,1.6625,3
39035187103,39,035,187103,78.5,2.0681,3
39035187104,39,035,187104,84.1,2.496,3
39035187105,39,035,187105,82.7,1.8488,3
39035187106,39,035,187106,82.3,1.5487,3
39035188103,39,035,188103,78,1.5379,3
39035188104,39,035,188104,73.2,0.9984,2
39035188106,39,035,188106,74.8,1.9201,3
39035188107,39,035,188107,73.1,2.4471,3
39035189107,39,035,189107,79.2,1.1293,3
39035189108,39,035,189108,79.3,1.0258,3
39035189109,39,035,189109,80.6,1.4291,3
39035189110,39,035,189110,77.5,1.6497,3
39035189111,39,035,189111,82.1,1.1379,3
39035189112,39,035,189112,78.9,1.4647,3
39035190502,39,035,190502,77.1,0.9104,2
39035190503,39,035,190503,79.2,1.3559,3
39035190504,39,035,190504,80.5,1.509,3
39035192300,39,035,192300,77.5,1.4619,3
39035192800,39,035,192800,83.2,2.0969,3
39035192900,39,035,192900,78.4,1.4178,3
39035193800,39,035,193800,71.8,1.1204,2
39035194100,39,035,194100,80.7,1.5284,3
39035194300,39,035,194300,82.8,1.3292,3
39035194500,39,035,194500,86.2,1.8298,3
39035194800,39,035,194800,76.3,1.5427,2
39035194900,39,035,194900,82.3,2.0118,3
39035195600,39,035,195600,76.6,1.7241,3
39035195700,39,035,195700,77,1.5405,3
39035195800,39,035,195800,82.1,1.6287,3
39035195900,39,035,195900,82.9,1.3477,3
39035196000,39,035,196000,76.1,2.1975,3
39035196100,39,035,196100,73.2,1.5495,1
39035196200,39,035,196200,71.6,1.3217,2
39035196300,39,035,196300,82.6,1.1096,3
39035196400,39,035,196400,76.6,2.1925,3
39035196500,39,035,196500,73.2,2.4979,3
39037500100,39,037,500100,77.3,0.7334,2
39037510100,39,037,510100,76.7,1.7182,3
39037520100,39,037,520100,84.7,2.8189,3
39037530100,39,037,530100,80.2,1.2658,3
39037540100,39,037,540100,82,1.8619,3
39037550100,39,037,550100,79.4,1.3386,3
39037555000,39,037,555000,76.7,0.9691,3
39037555101,39,037,555101,71.4,1.4483,3
39037555102,39,037,555102,79,2.6433,3
39037560100,39,037,560100,77.4,0.8876,1
39037570101,39,037,570101,77.8,1.4406,3
39037570102,39,037,570102,80.7,1.4376,3
39039958100,39,039,958100,79.6,1.3371,3
39039958200,39,039,958200,79.9,0.9785,3
39039958300,39,039,958300,75.9,1.2171,3
39039958400,39,039,958400,78.7,1.4929,3
39039958500,39,039,958500,77.1,1.3933,3
39039958600,39,039,958600,75.4,1.1424,3
39039958700,39,039,958700,79.4,1.7424,3
39039958800,39,039,958800,73.9,1.4211,3
39039958900,39,039,958900,80,1.5546,3
39041010100,39,041,010100,80.8,1.5781,3
39041010200,39,041,010200,76.4,2.2721,3
39041010420,39,041,010420,76.7,2.0756,3
39041010421,39,041,010421,78.9,2.0132,3
39041010422,39,041,010422,76.7,1.0829,3
39041010520,39,041,010520,77.7,1.4708,3
39041010530,39,041,010530,74.2,1.0723,2
39041011101,39,041,011101,74.8,1.5512,3
39041011102,39,041,011102,83.9,2.5224,3
39041011200,39,041,011200,76.7,2.8739,3
39041011411,39,041,011411,80.6,1.2533,2
39041011412,39,041,011412,86.4,3.2315,3
39041011413,39,041,011413,80.6,1.5714,3
39041011421,39,041,011421,84.7,1.9424,3
39041011423,39,041,011423,80.6,2.2702,2
39041011430,39,041,011430,80.8,1.4601,2
39041011520,39,041,011520,81.2,1.8846,3
39041011530,39,041,011530,80.5,3.3703,2
39041011540,39,041,011540,81.3,1.8304,3
39041011550,39,041,011550,77.4,0.9463,3
39041011560,39,041,011560,79.5,1.1784,3
39041011604,39,041,011604,79.9,1.7011,3
39041011710,39,041,011710,82,1.2737,3
39041011730,39,041,011730,82.9,1.8552,3
39041011740,39,041,011740,80.8,1.9923,3
39041011750,39,041,011750,80.4,1.296,3
39041011760,39,041,011760,80.3,1.4496,3
39041011762,39,041,011762,80.3,0.8881,3
39041011900,39,041,011900,80.5,1.4139,3
39041012000,39,041,012000,80.1,1.3617,3
39041012100,39,041,012100,80.9,1.4725,3
39041012200,39,041,012200,77.9,0.8381,3
39041012300,39,041,012300,77.4,1.0011,3
39041012400,39,041,012400,80.6,2.6635,3
39043040100,39,043,040100,80.6,1.6715,3
39043040200,39,043,040200,78.8,1.5378,3
39043040300,39,043,040300,82.4,1.878,3
39043040400,39,043,040400,78.8,1.3786,3
39043040500,39,043,040500,77.8,1.4503,3
39043040600,39,043,040600,81.8,1.0404,2
39043040700,39,043,040700,74.4,1.6757,3
39043040800,39,043,040800,71.8,1.2953,3
39043040900,39,043,040900,76.2,1.2093,3
39043041000,39,043,041000,73.5,1.0369,2
39043041100,39,043,041100,73.9,1.546,3
39043041200,39,043,041200,74.9,2.1182,3
39043041300,39,043,041300,74.1,3.3187,3
39043041400,39,043,041400,68.9,1.1223,3
39043041500,39,043,041500,76.7,1.4191,3
39043041600,39,043,041600,77.1,0.8724,3
39043041700,39,043,041700,77.5,0.8841,3
39043041800,39,043,041800,79.4,1.4297,3
39045030100,39,045,030100,76.6,1.1621,3
39045030200,39,045,030200,76.1,1.4749,3
39045030300,39,045,030300,76.3,1.2771,3
39045030400,39,045,030400,80.7,1.5052,3
39045030600,39,045,030600,78.9,1.6939,2
39045030700,39,045,030700,84.1,2.6182,3
39045030800,39,045,030800,78.8,1.1829,3
39045030900,39,045,030900,81.8,1.6634,1
39045031000,39,045,031000,79.9,1.5197,3
39045031100,39,045,031100,82,2.0422,3
39045031200,39,045,031200,77.9,1.6718,3
39045031300,39,045,031300,72.4,1.8195,3
39045031400,39,045,031400,79.1,1.1498,3
39045031500,39,045,031500,77,0.9119,2
39045031600,39,045,031600,75,0.8444,3
39045031700,39,045,031700,71.2,1.4009,3
39045032000,39,045,032000,71.5,1.7581,3
39045032100,39,045,032100,79.7,1.6156,3
39045032200,39,045,032200,75.7,1.546,3
39045032300,39,045,032300,76.2,1.4935,3
39045032500,39,045,032500,79.8,1.1256,3
39045032600,39,045,032600,79.1,1.5081,3
39045032701,39,045,032701,83.1,3.4206,3
39045032702,39,045,032702,79,1.7067,1
39045032800,39,045,032800,81.5,2.0397,3
39045032900,39,045,032900,79.9,1.3138,3
39045033000,39,045,033000,79.5,1.8508,3
39045033100,39,045,033100,81.5,2.3095,3
39047925800,39,047,925800,78.7,1.3045,3
39047925900,39,047,925900,76,1.1881,3
39047926000,39,047,926000,77.7,1.0868,3
39047926100,39,047,926100,65.6,1.8401,3
39047926200,39,047,926200,73.9,1.1863,3
39047926300,39,047,926300,75.2,1.3256,3
39047926400,39,047,926400,77.8,1.6706,3
39049000110,39,049,000110,82,1.7518,3
39049000120,39,049,000120,80.1,1.4033,3
39049000210,39,049,000210,81.2,1.8164,3
39049000220,39,049,000220,79.7,2.0197,3
39049000310,39,049,000310,70.1,3.2292,3
39049000320,39,049,000320,72.6,1.4886,3
39049000330,39,049,000330,71.9,2.0197,3
39049000410,39,049,000410,79,2.1643,3
39049000420,39,049,000420,80,1.2876,3
39049000500,39,049,000500,75.7,2.0368,3
39049000600,39,049,000600,79.4,3.25,3
39049000710,39,049,000710,72.4,1.4213,2
39049000720,39,049,000720,71.6,1.3816,2
39049000730,39,049,000730,72.4,1.1121,2
39049000810,39,049,000810,70.2,2.3474,3
39049000820,39,049,000820,70.8,1.4776,3
39049000920,39,049,000920,65,3.7754,1
39049001400,39,049,001400,67.6,3.1388,3
39049001500,39,049,001500,71.6,1.6112,2
39049001901,39,049,001901,79.5,3.0989,2
39049002300,39,049,002300,67.1,2.4022,3
39049002510,39,049,002510,73.9,1.7609,3
39049002520,39,049,002520,74,1.8176,3
39049002600,39,049,002600,71.5,1.543,3
39049002710,39,049,002710,76.7,2.6671,3
39049002730,39,049,002730,70.9,2.7921,3
39049002740,39,049,002740,78.9,1.8192,3
39049002750,39,049,002750,73.1,1.077,2
39049002760,39,049,002760,77.8,2.5165,3
39049002770,39,049,002770,71,1.8203,3
39049002780,39,049,002780,78.1,1.7149,3
39049002800,39,049,002800,71.6,2.6219,3
39049002900,39,049,002900,72.4,2.4839,2
39049003600,39,049,003600,75.1,1.5497,2
39049003700,39,049,003700,73,1.1582,2
39049004300,39,049,004300,71.2,1.8789,3
39049004500,39,049,004500,65.2,1.6863,1
39049004610,39,049,004610,73.9,3.5087,3
39049004620,39,049,004620,73.1,1.1959,2
39049004700,39,049,004700,68.5,1.6149,3
39049004810,39,049,004810,73.3,2.1053,1
39049004820,39,049,004820,61.6,2.8601,3
39049004900,39,049,004900,68.4,1.5063,3
39049005000,39,049,005000,64.2,1.4063,1
39049005100,39,049,005100,60,1.7537,1
39049005200,39,049,005200,79.7,2.5613,3
39049005300,39,049,005300,72,1.0952,2
39049005410,39,049,005410,73.6,2.831,3
39049005420,39,049,005420,70.5,1.7139,3
39049005500,39,049,005500,71.2,1.5104,1
39049005610,39,049,005610,72.4,1.5798,2
39049005620,39,049,005620,68.3,1.7694,1
39049005700,39,049,005700,80.3,2.189,2
39049005810,39,049,005810,78,2.8184,3
39049005820,39,049,005820,75.7,1.89,2
39049005900,39,049,005900,66.9,2.3721,3
39049006000,39,049,006000,70.2,2.1869,3
39049006100,39,049,006100,65.2,1.5683,1
39049006220,39,049,006220,82.5,1.4392,3
39049006230,39,049,006230,80.8,1.0351,2
39049006236,39,049,006236,83.8,2.1778,3
39049006310,39,049,006310,84.2,1.1561,3
39049006321,39,049,006321,83.7,1.3009,3
39049006323,39,049,006323,82.9,1.329,3
39049006330,39,049,006330,81.9,1.462,3
39049006340,39,049,006340,83.5,1.9332,3
39049006351,39,049,006351,79.9,1.9237,3
39049006353,39,049,006353,78.8,1.9023,3
39049006371,39,049,006371,79.9,1.0534,3
39049006372,39,049,006372,79.9,1.2414,3
39049006383,39,049,006383,81,1.935,3
39049006384,39,049,006384,80.7,2.0547,2
39049006386,39,049,006386,79.6,1.4182,3
39049006387,39,049,006387,80,0.9838,2
39049006391,39,049,006391,83.4,1.7364,3
39049006392,39,049,006392,80.2,1.46,3
39049006393,39,049,006393,79.7,1.2618,3
39049006395,39,049,006395,82.2,2.797,3
39049006396,39,049,006396,79.1,1.5907,3
39049006410,39,049,006410,83.2,2.2195,3
39049006430,39,049,006430,81.8,2.0068,3
39049006500,39,049,006500,80.9,2.0137,3
39049006600,39,049,006600,78.7,1.0628,3
39049006710,39,049,006710,81.9,2.226,3
39049006721,39,049,006721,82,1.2167,3
39049006722,39,049,006722,77.4,1.1957,3
39049006810,39,049,006810,81.6,1.9901,3
39049006821,39,049,006821,73.8,1.8049,1
39049006822,39,049,006822,81.4,1.9283,3
39049006910,39,049,006910,82.3,2.0103,3
39049006921,39,049,006921,76.1,2.1076,3
39049006923,39,049,006923,80.7,2.0079,3
39049006924,39,049,006924,77,1.7962,3
39049006931,39,049,006931,71.7,1.3147,3
39049006932,39,049,006932,79.7,2.271,3
39049006933,39,049,006933,74.5,1.2599,2
39049006942,39,049,006942,74.7,3.7866,3
39049006943,39,049,006943,75.9,1.3205,3
39049006944,39,049,006944,79.6,1.2939,3
39049006945,39,049,006945,74.2,1.359,3
39049006950,39,049,006950,85.2,2.0579,3
39049007010,39,049,007010,83,3.1915,3
39049007020,39,049,007020,80.9,1.2551,3
39049007041,39,049,007041,77.8,1.522,3
39049007043,39,049,007043,79.8,2.6486,3
39049007044,39,049,007044,79.2,1.5749,3
39049007047,39,049,007047,81.1,3.0981,3
39049007112,39,049,007112,75.7,0.9891,3
39049007113,39,049,007113,77,2.4948,3
39049007114,39,049,007114,74.9,1.6313,3
39049007115,39,049,007115,77.8,1.8614,3
39049007120,39,049,007120,77.6,2.032,3
39049007132,39,049,007132,83.1,2.4034,3
39049007193,39,049,007193,81,1.0459,1
39049007194,39,049,007194,78.5,1.3645,3
39049007198,39,049,007198,78.2,2.5879,3
39049007199,39,049,007199,77.2,2.0406,2
39049007205,39,049,007205,79.6,1.7686,2
39049007207,39,049,007207,80.6,1.7141,2
39049007209,39,049,007209,83,1.8171,3
39049007210,39,049,007210,85.8,2.2923,3
39049007393,39,049,007393,80.7,0.9663,1
39049007394,39,049,007394,82.6,2.147,3
39049007395,39,049,007395,82.9,2.8065,3
39049007424,39,049,007424,74.6,2.0144,3
39049007425,39,049,007425,79.6,2.3881,3
39049007426,39,049,007426,80.6,2.2251,3
39049007427,39,049,007427,80.7,1.6478,3
39049007492,39,049,007492,81,1.6567,3
39049007494,39,049,007494,78.2,1.5543,2
39049007511,39,049,007511,69.8,2.8481,3
39049007512,39,049,007512,70,1.6777,3
39049007520,39,049,007520,70.8,1.6072,1
39049007531,39,049,007531,73,2.6822,3
39049007533,39,049,007533,72.9,3.4017,3
39049007534,39,049,007534,74.6,2.7551,3
39049007550,39,049,007550,77.1,1.4915,3
39049007551,39,049,007551,81.3,2.5832,1
39049007710,39,049,007710,72.9,1.3132,3
39049007721,39,049,007721,76,1.8061,3
39049007722,39,049,007722,70.6,1.7882,3
39049007730,39,049,007730,76.6,1.6094,3
39049007740,39,049,007740,75.3,1.7492,3
39049007811,39,049,007811,81.4,1.8384,3
39049007812,39,049,007812,75.5,1.4312,3
39049007830,39,049,007830,79.7,1.636,2
39049007921,39,049,007921,79.8,1.4443,3
39049007922,39,049,007922,76.7,1.3408,3
39049007931,39,049,007931,76.3,1.209,3
39049007933,39,049,007933,81.6,2.0626,3
39049007951,39,049,007951,81.6,2.5696,3
39049007952,39,049,007952,82.6,1.579,3
39049007953,39,049,007953,79.9,2.6254,3
39049007954,39,049,007954,78.1,2.9737,2
39049008000,39,049,008000,80.7,2.6151,3
39049008110,39,049,008110,73.6,1.1839,3
39049008120,39,049,008120,72.9,1.5836,3
39049008132,39,049,008132,78.7,2.5006,3
39049008141,39,049,008141,84.8,3.3673,3
39049008142,39,049,008142,80.1,2.285,2
39049008162,39,049,008162,77,1.6319,3
39049008164,39,049,008164,75.3,3.8908,3
39049008210,39,049,008210,69.1,1.8825,1
39049008241,39,049,008241,69.2,1.5211,3
39049008242,39,049,008242,77.4,2.4469,3
39049008311,39,049,008311,70.8,1.2288,1
39049008312,39,049,008312,72.4,1.7896,1
39049008321,39,049,008321,71.6,2.0961,3
39049008322,39,049,008322,70,1.2431,1
39049008330,39,049,008330,69.6,2.1681,3
39049008340,39,049,008340,66.3,1.1911,1
39049008350,39,049,008350,75.7,1.7852,1
39049008360,39,049,008360,73.1,1.4776,3
39049008370,39,049,008370,75.8,1.5793,2
39049008380,39,049,008380,76.9,2.0207,3
39049008400,39,049,008400,84.5,2.1616,3
39049008500,39,049,008500,81.9,2.402,3
39049008710,39,049,008710,74.7,2.7588,3
39049008730,39,049,008730,64.4,2.1277,3
39049008811,39,049,008811,72.6,1.1368,2
39049008812,39,049,008812,71.8,1.8208,3
39049008813,39,049,008813,71.2,2.5694,3
39049008821,39,049,008821,71.9,1.7061,3
39049008822,39,049,008822,70.3,1.3703,1
39049008825,39,049,008825,73.3,1.9155,3
39049008900,39,049,008900,82.8,2.3731,3
39049009000,39,049,009000,85.4,2.0706,3
39049009100,39,049,009100,80.2,1.3769,3
39049009210,39,049,009210,74.3,1.3873,2
39049009220,39,049,009220,70.2,1.5227,3
39049009230,39,049,009230,73.8,1.343,3
39049009240,39,049,009240,71.7,1.689,3
39049009250,39,049,009250,72.6,1.6155,3
39049009311,39,049,009311,73.2,1.8325,3
39049009312,39,049,009312,73.9,2.8856,3
39049009321,39,049,009321,75.7,2.6158,3
39049009322,39,049,009322,73.8,1.6234,1
39049009323,39,049,009323,73.1,1.6114,2
39049009325,39,049,009325,67.9,1.6093,1
39049009326,39,049,009326,73.1,2.9893,2
39049009331,39,049,009331,71,3.5922,3
39049009332,39,049,009332,77.1,2.0079,3
39049009333,39,049,009333,72.2,1.5378,3
39049009334,39,049,009334,73.7,1.637,3
39049009336,39,049,009336,74.8,1.6209,2
39049009340,39,049,009340,71,1.538,3
39049009350,39,049,009350,76.1,2.3309,1
39049009361,39,049,009361,80.4,1.2406,3
39049009362,39,049,009362,86.4,2.8881,3
39049009371,39,049,009371,72.4,1.1992,3
39049009372,39,049,009372,74.4,1.4512,3
39049009373,39,049,009373,75.8,2.4468,1
39049009374,39,049,009374,76.4,1.4164,1
39049009381,39,049,009381,75.1,1.1795,2
39049009382,39,049,009382,79.1,2.7899,3
39049009383,39,049,009383,73.2,1.8584,3
39049009384,39,049,009384,74.6,1.7306,3
39049009385,39,049,009385,78.3,1.5347,3
39049009390,39,049,009390,79.6,2.4939,3
39049009410,39,049,009410,73.5,2.497,3
39049009420,39,049,009420,75.8,2.6052,1
39049009430,39,049,009430,77.7,2.183,1
39049009440,39,049,009440,78.4,1.4128,3
39049009450,39,049,009450,79.1,1.0199,3
39049009495,39,049,009495,76.3,1.2141,2
39049009497,39,049,009497,76.6,1.536,3
39049009520,39,049,009520,72.8,1.2053,3
39049009590,39,049,009590,77.5,1.2923,3
39049009600,39,049,009600,74.6,1.2035,3
39049009711,39,049,009711,74.2,1.214,3
39049009712,39,049,009712,77.2,2.2752,3
39049009720,39,049,009720,79.4,1.5946,3
39049009740,39,049,009740,78.4,0.8754,3
39049009751,39,049,009751,79.1,1.3646,3
39049009752,39,049,009752,79.3,2.0089,1
39049010000,39,049,010000,81.4,1.7969,3
39049010100,39,049,010100,76.3,2.0469,3
39049010200,39,049,010200,75.3,1.6125,3
39049010300,39,049,010300,71.5,2.4079,3
39049010400,39,049,010400,87.6,2.5673,3
39049010602,39,049,010602,79.9,1.3398,3
39049010700,39,049,010700,78.9,1.2014,2
39051040100,39,051,040100,80.7,1.6904,3
39051040200,39,051,040200,78.2,1.3907,3
39051040300,39,051,040300,76.4,1.2775,3
39051040400,39,051,040400,78.1,1.6392,3
39051040500,39,051,040500,79.7,1.1123,3
39051040600,39,051,040600,79.4,1.3249,3
39051040700,39,051,040700,79.5,1.2514,3
39051040800,39,051,040800,79.6,1.5116,3
39051040900,39,051,040900,76.9,1.2329,3
39053953500,39,053,953500,76,1.4714,3
39053953600,39,053,953600,73.8,1.4094,1
39053953700,39,053,953700,76.6,1.6109,3
39053953800,39,053,953800,71.7,1.4705,3
39053953900,39,053,953900,76.6,0.6985,2
39053954000,39,053,954000,74,1.1327,2
39053954100,39,053,954100,68.8,1.5006,3
39055310100,39,055,310100,77.4,1.664,3
39055310200,39,055,310200,77,1.3956,3
39055310600,39,055,310600,83.8,1.4473,3
39055310700,39,055,310700,79.2,1.7501,3
39055310800,39,055,310800,81.9,1.4559,3
39055310900,39,055,310900,77.7,1.4733,3
39055311000,39,055,311000,83.3,3.1484,3
39055311300,39,055,311300,82.2,1.8529,3
39055311400,39,055,311400,79.2,1.6302,3
39055311500,39,055,311500,81,1.4063,3
39055311600,39,055,311600,80.7,1.3345,3
39055311700,39,055,311700,82.5,1.2397,3
39055311800,39,055,311800,83.1,1.3675,3
39055311900,39,055,311900,82.2,1.7303,3
39055312000,39,055,312000,79,1.1038,3
39055312100,39,055,312100,85.7,3.137,3
39055312201,39,055,312201,77.4,0.8969,3
39055312203,39,055,312203,79.4,1.592,2
39055312300,39,055,312300,78.8,1.1544,3
39055312400,39,055,312400,78.5,2.0979,3
39057200101,39,057,200101,75,1.7844,3
39057200103,39,057,200103,78.8,1.5669,3
39057200104,39,057,200104,78.5,1.557,2
39057200300,39,057,200300,75.6,1.5685,3
39057200400,39,057,200400,75.4,2.1863,3
39057200500,39,057,200500,73.8,1.8575,3
39057200600,39,057,200600,79,1.5707,3
39057200700,39,057,200700,69,1.6207,3
39057200900,39,057,200900,78.9,1.4967,3
39057210100,39,057,210100,80,1.8469,3
39057210200,39,057,210200,80.9,1.1485,3
39057210300,39,057,210300,79,1.1672,3
39057210401,39,057,210401,82.7,1.4049,3
39057210402,39,057,210402,78.5,1.9813,3
39057210500,39,057,210500,80.6,1.0152,3
39057210601,39,057,210601,81.8,0.8232,3
39057210602,39,057,210602,80.5,1.6981,3
39057210603,39,057,210603,82.6,1.6262,3
39057220100,39,057,220100,83.4,1.9952,1
39057220200,39,057,220200,80.6,1.4849,1
39057230100,39,057,230100,79,1.9311,3
39057240100,39,057,240100,77.4,1.3625,3
39057240200,39,057,240200,74.7,1.3808,3
39057240301,39,057,240301,77.4,1.6723,3
39057240302,39,057,240302,74,1.6739,3
39057240500,39,057,240500,80.6,1.3414,3
39057240600,39,057,240600,73.9,0.9295,2
39057240700,39,057,240700,72.9,1.4834,3
39057255000,39,057,255000,80.9,1.6518,3
39057260100,39,057,260100,78.5,0.6978,2
39057270100,39,057,270100,77,1.0626,3
39057280101,39,057,280101,80.9,2.2191,3
39057280102,39,057,280102,77.2,2.199,3
39057280200,39,057,280200,83.2,2.7003,3
39059977100,39,059,977100,76.3,1.0837,3
39059977200,39,059,977200,79.2,1.6074,3
39059977300,39,059,977300,71.2,1.2831,3
39059977400,39,059,977400,75.2,1.3621,3
39059977500,39,059,977500,76.4,1.8678,3
39059977600,39,059,977600,72.9,1.5447,3
39059977700,39,059,977700,79,1.3772,3
39059977800,39,059,977800,79.1,1.8306,3
39059977900,39,059,977900,73.8,1.3702,3
39059978000,39,059,978000,79.8,2.0554,3
39061000200,39,061,000200,68.5,3.2132,3
39061000700,39,061,000700,80.3,1.7724,2
39061001700,39,061,001700,73.4,2.9128,2
39061001800,39,061,001800,74.9,2.7111,3
39061001900,39,061,001900,79.8,1.5281,2
39061002000,39,061,002000,80.3,1.0966,2
39061002200,39,061,002200,69.3,2.6751,3
39061002300,39,061,002300,74.4,2.8468,2
39061002600,39,061,002600,77.6,2.441,2
39061002900,39,061,002900,78.3,1.606,2
39061003300,39,061,003300,63.4,2.8496,3
39061003600,39,061,003600,65.5,2.5141,3
39061003700,39,061,003700,63.3,3.0789,1
39061003800,39,061,003800,73.8,2.3521,3
39061003900,39,061,003900,73.5,2.2539,3
39061004000,39,061,004000,76.5,2.1533,3
39061004200,39,061,004200,79.3,1.3018,2
39061004602,39,061,004602,80.1,2.6553,3
39061004603,39,061,004603,77.3,1.6013,3
39061004604,39,061,004604,72.7,1.506,3
39061004605,39,061,004605,77.5,1.9227,3
39061004701,39,061,004701,84.2,2.5159,3
39061004800,39,061,004800,84.6,2.3699,3
39061004900,39,061,004900,84.8,2.1076,3
39061005000,39,061,005000,82.4,1.3835,3
39061005100,39,061,005100,81.4,2.0844,3
39061005200,39,061,005200,75.5,1.1862,3
39061005301,39,061,005301,75.4,2.2275,3
39061005302,39,061,005302,74,2.0707,3
39061005400,39,061,005400,74.1,3.0891,3
39061005500,39,061,005500,72.4,1.4058,3
39061005600,39,061,005600,76.4,2.0545,1
39061005701,39,061,005701,76.8,1.8029,3
39061005702,39,061,005702,72.9,1.8451,1
39061005800,39,061,005800,80.1,2.1726,3
39061006000,39,061,006000,73.5,1.4568,3
