GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
G39011300102004,391130102004,19,1
G39011300102005,391130102005,24,1
G39011300102006,391130102006,44,2
G39011300102007,391130102007,34,1
G39011300102008,391130102008,53,3
G39011300201001,391130201001,65,4
G39011300201002,391130201002,77,6
G39011300201003,391130201003,79,7
G39011300202001,391130202001,57,3
G39011300202002,391130202002,66,5
G39011300202003,391130202003,83,7
G39011300203001,391130203001,56,3
G39011300203002,391130203002,40,2
G39011300203003,391130203003,28,1
G39011300204001,391130204001,55,3
G39011300204002,391130204002,55,3
G39011300204003,391130204003,55,3
G39011300204004,391130204004,55,3
G39011300204005,391130204005,55,3
G39011300205001,391130205001,80,7
G39011300206011,391130206011,72,5
G39011300206012,391130206012,65,4
G39011300206021,391130206021,57,3
G39011300206022,391130206022,45,2
G39011300207001,391130207001,60,4
G39011300207002,391130207002,70,5
G39011300208001,391130208001,61,4
G39011300208002,391130208002,53,3
G39011300209001,391130209001,70,5
G39011300209002,391130209002,75,6
G39011300209003,391130209003,77,6
G39011300209004,391130209004,79,7
G39011300210001,391130210001,82,7
G39011300210002,391130210002,82,7
G39011300211001,391130211001,82,7
G39011300211002,391130211002,82,7
G39011300211003,391130211003,86,8
G39011300212001,391130212001,69,5
G39011300213011,391130213011,85,8
G39011300213012,391130213012,86,8
G39011300213013,391130213013,73,6
G39011300213021,391130213021,87,8
G39011300213022,391130213022,86,8
G39011300214001,391130214001,61,4
G39011300214002,391130214002,68,5
G39011300214003,391130214003,71,5
G39011300215011,391130215011,78,6
G39011300215012,391130215012,82,7
G39011300215013,391130215013,79,7
G39011300215021,391130215021,74,6
G39011300216011,391130216011,59,4
G39011300216012,391130216012,72,5
G39011300216021,391130216021,54,3
G39011300216022,391130216022,55,3
G39011300216023,391130216023,56,3
G39011300217001,391130217001,67,5
G39011300217002,391130217002,68,5
G39011300218001,391130218001,61,4
G39011300219001,391130219001,57,3
G39011300219002,391130219002,50,3
G39011300301001,391130301001,94,9
G39011300301002,391130301002,94,9
G39011300301003,391130301003,92,9
G39011300302001,391130302001,86,8
G39011300302002,391130302002,72,6
G39011300401011,391130401011,53,3
G39011300401012,391130401012,41,2
G39011300401021,391130401021,24,1
G39011300401031,391130401031,44,2
G39011300402011,391130402011,44,2
G39011300402012,391130402012,45,2
G39011300402031,391130402031,50,3
G39011300402032,391130402032,54,3
G39011300402041,391130402041,64,4
G39011300402042,391130402042,64,4
G39011300402043,391130402043,59,4
G39011300403021,391130403021,64,4
G39011300403022,391130403022,52,3
G39011300403023,391130403023,60,4
G39011300403031,391130403031,34,1
G39011300403032,391130403032,40,2
G39011300403033,391130403033,40,2
G39011300403034,391130403034,39,2
G39011300403051,391130403051,16,1
G39011300403052,391130403052,18,1
G39011300403061,391130403061,72,6
G39011300403062,391130403062,21,1
G39011300403063,391130403063,28,1
G39011300404011,391130404011,35,1
G39011300404012,391130404012,28,1
G39011300404013,391130404013,73,6
G39011300404031,391130404031,75,6
G39011300404032,391130404032,69,5
G39011300404051,391130404051,68,5
G39011300404052,391130404052,65,4
G39011300404053,391130404053,55,3
G39011300404061,391130404061,21,1
G39011300404062,391130404062,42,2
G39011300404063,391130404063,15,1
G39011300501011,391130501011,94,9
G39011300501012,391130501012,72,6
G39011300501041,391130501041,53,3
G39011300501042,391130501042,64,4
G39011300501051,391130501051,73,6
G39011300501052,391130501052,43,2
G39011300501061,391130501061,56,3
G39011300501062,391130501062,51,3
G39011300501063,391130501063,39,2
G39011300501071,391130501071,45,2
G39011300501072,391130501072,86,8
G39011300503011,391130503011,89,8
G39011300503012,391130503012,91,9
G39011300503021,391130503021,63,4
G39011300503022,391130503022,83,7
G39011300503023,391130503023,69,5
G39011300503031,391130503031,81,7
G39011300503032,391130503032,81,7
G39011300503033,391130503033,81,7
G39011300504011,391130504011,50,3
G39011300504012,391130504012,74,6
G39011300504021,391130504021,88,8
G39011300504022,391130504022,92,9
G39011300504023,391130504023,76,6
G39011300505021,391130505021,81,7
G39011300505022,391130505022,32,1
G39011300505031,391130505031,77,6
G39011300505032,391130505032,60,4
G39011300505033,391130505033,63,4
G39011300505041,391130505041,42,2
G39011300505042,391130505042,68,5
G39011300505043,391130505043,48,2
G39011300505044,391130505044,67,5
G39011300506001,391130506001,86,8
G39011300506002,391130506002,92,9
G39011300506003,391130506003,66,5
G39011300601001,391130601001,75,6
G39011300601002,391130601002,75,6
G39011300602001,391130602001,99,10
G39011300603001,391130603001,88,8
G39011300603002,391130603002,86,8
G39011300603003,391130603003,GQ,GQ
G39011300701011,391130701011,87,8
G39011300701012,391130701012,73,6
G39011300701013,391130701013,88,8
G39011300701021,391130701021,88,8
G39011300701022,391130701022,88,8
G39011300702011,391130702011,100,10
G39011300702021,391130702021,100,10
G39011300702022,391130702022,100,10
G39011300703001,391130703001,100,10
G39011300703002,391130703002,99,10
G39011300703003,391130703003,100,10
G39011300704001,391130704001,95,9
G39011300704002,391130704002,84,7
G39011300705001,391130705001,94,9
G39011300705002,391130705002,93,9
G39011300705003,391130705003,93,9
G39011300706001,391130706001,85,8
G39011300707001,391130707001,99,10
G39011300707002,391130707002,91,9
G39011300707003,391130707003,78,6
G39011300801001,391130801001,99,10
G39011300801002,391130801002,88,8
G39011300801003,391130801003,89,8
G39011300801004,391130801004,87,8
G39011300801005,391130801005,96,9
G39011300802001,391130802001,89,8
G39011300802002,391130802002,66,5
G39011300802003,391130802003,77,6
G39011300803001,391130803001,82,7
G39011300803002,391130803002,98,10
G39011300804001,391130804001,98,10
G39011300804002,391130804002,96,9
G39011300804003,391130804003,97,10
G39011300805001,391130805001,98,10
G39011300805002,391130805002,96,9
G39011300805003,391130805003,95,9
G39011300805004,391130805004,91,9
G39011300805005,391130805005,87,8
G39011300805006,391130805006,83,7
G39011300806001,391130806001,96,9
G39011300806002,391130806002,96,9
G39011300807001,391130807001,100,10
G39011300807002,391130807002,99,10
G39011300807003,391130807003,98,10
G39011300903021,391130903021,88,8
G39011300903022,391130903022,88,8
G39011300903023,391130903023,97,10
G39011300903024,391130903024,53,3
G39011300903025,391130903025,88,8
G39011300903031,391130903031,47,2
G39011300903032,391130903032,44,2
G39011300903041,391130903041,53,3
G39011300903042,391130903042,57,3
G39011300903043,391130903043,53,3
G39011300903044,391130903044,71,5
G39011300906001,391130906001,80,7
G39011300906002,391130906002,84,7
G39011300907001,391130907001,90,8
G39011300908001,391130908001,89,8
G39011300908002,391130908002,81,7
G39011300909001,391130909001,69,5
G39011300909002,391130909002,81,7
G39011300910001,391130910001,91,9
G39011300910002,391130910002,81,7
G39011300911001,391130911001,73,6
G39011300911002,391130911002,70,5
G39011301001011,391131001011,74,6
G39011301001012,391131001012,87,8
G39011301001013,391131001013,74,6
G39011301001014,391131001014,82,7
G39011301001021,391131001021,59,4
G39011301001022,391131001022,64,4
G39011301001023,391131001023,50,3
G39011301002011,391131002011,79,7
G39011301002012,391131002012,74,6
G39011301002013,391131002013,83,7
G39011301002021,391131002021,90,8
G39011301002022,391131002022,62,4
G39011301002031,391131002031,74,6
G39011301002032,391131002032,78,6
G39011301002033,391131002033,77,6
G39011301003011,391131003011,85,8
G39011301003012,391131003012,82,7
G39011301003013,391131003013,84,7
G39011301003021,391131003021,85,8
G39011301003022,391131003022,80,7
G39011301004001,391131004001,84,7
G39011301004002,391131004002,55,3
G39011301004003,391131004003,27,1
G39011301101001,391131101001,41,2
G39011301102011,391131102011,42,2
G39011301102012,391131102012,47,2
G39011301102013,391131102013,52,3
G39011301102021,391131102021,57,3
G39011301102022,391131102022,69,5
G39011301150021,391131150021,81,7
G39011301150022,391131150022,57,3
G39011301150111,391131150111,76,6
G39011301150112,391131150112,78,6
G39011301150113,391131150113,83,7
G39011301150121,391131150121,44,2
G39011301150122,391131150122,61,4
G39011301150123,391131150123,33,1
G39011301201011,391131201011,68,5
G39011301201012,391131201012,57,3
G39011301201013,391131201013,59,4
G39011301201021,391131201021,57,3
G39011301201022,391131201022,62,4
G39011301201023,391131201023,62,4
G39011301201031,391131201031,62,4
G39011301201032,391131201032,66,5
G39011301250001,391131250001,75,6
G39011301250002,391131250002,77,6
G39011301250003,391131250003,87,8
G39011301251021,391131251021,82,7
G39011301251022,391131251022,77,6
G39011301251023,391131251023,72,6
G39011301251024,391131251024,77,6
G39011301251031,391131251031,59,4
G39011301251041,391131251041,59,4
G39011301251042,391131251042,59,4
G39011301301011,391131301011,63,4
G39011301301012,391131301012,63,4
G39011301301021,391131301021,44,2
G39011301301022,391131301022,57,3
G39011301301023,391131301023,82,7
G39011301301024,391131301024,73,6
G39011301301025,391131301025,55,3
G39011301401001,391131401001,68,5
G39011301401002,391131401002,50,3
G39011301401003,391131401003,75,6
G39011301401004,391131401004,49,2
G39011301501001,391131501001,77,6
G39011301501002,391131501002,92,9
G39011301501003,391131501003,55,3
G39011301501004,391131501004,59,4
G39011301601001,391131601001,52,3
G39011301601002,391131601002,49,2
G39011301650001,391131650001,70,5
G39011301650002,391131650002,60,4
G39011301650003,391131650003,63,4
G39011301650004,391131650004,57,3
G39011301651001,391131651001,98,10
G39011301651002,391131651002,98,10
G39011301651003,391131651003,98,10
G39011301652001,391131652001,80,7
G39011301652002,391131652002,71,5
G39011309800001,391139800001,PH,PH
G39011509688001,391159688001,87,8
G39011509688002,391159688002,89,8
G39011509688003,391159688003,88,8
G39011509689001,391159689001,90,8
G39011509689002,391159689002,88,8
G39011509689003,391159689003,89,8
G39011509689004,391159689004,92,9
G39011509690001,391159690001,87,8
G39011509690002,391159690002,82,7
G39011509690003,391159690003,81,7
G39011509690004,391159690004,79,7
G39011509691001,391159691001,84,7
G39011509691002,391159691002,88,8
G39011509691003,391159691003,86,8
G39011509691004,391159691004,87,8
G39011709650001,391179650001,67,5
G39011709650002,391179650002,72,6
G39011709650003,391179650003,72,6
G39011709651001,391179651001,50,3
G39011709651002,391179651002,61,4
G39011709651003,391179651003,58,3
G39011709652011,391179652011,76,6
G39011709652012,391179652012,76,6
G39011709652013,391179652013,75,6
G39011709652021,391179652021,68,5
G39011709652022,391179652022,79,7
G39011709653001,391179653001,77,6
G39011709653002,391179653002,71,5
G39011709653003,391179653003,75,6
G39011709653004,391179653004,70,5
G39011709653005,391179653005,67,5
G39011709654011,391179654011,50,3
G39011709654012,391179654012,64,4
G39011709654021,391179654021,55,3
G39011709654022,391179654022,47,2
G39011709654023,391179654023,50,3
G39011709655011,391179655011,45,2
G39011709655012,391179655012,45,2
G39011709655021,391179655021,57,3
G39011709655022,391179655022,57,3
G39011909110001,391199110001,69,5
G39011909110002,391199110002,70,5
G39011909110003,391199110003,71,5
G39011909110004,391199110004,69,5
G39011909111001,391199111001,61,4
G39011909111002,391199111002,62,4
G39011909111003,391199111003,59,4
G39011909111004,391199111004,86,8
G39011909111005,391199111005,77,6
G39011909112011,391199112011,72,6
G39011909112012,391199112012,82,7
G39011909112021,391199112021,56,3
G39011909112022,391199112022,57,3
G39011909113001,391199113001,64,4
G39011909113002,391199113002,72,6
G39011909113003,391199113003,64,4
G39011909113004,391199113004,59,4
G39011909114001,391199114001,81,7
G39011909114002,391199114002,92,9
G39011909114003,391199114003,98,10
G39011909114004,391199114004,95,9
G39011909115001,391199115001,66,5
G39011909115002,391199115002,68,5
G39011909115003,391199115003,67,5
G39011909116011,391199116011,51,3
G39011909116012,391199116012,60,4
G39011909116021,391199116021,74,6
G39011909116022,391199116022,65,4
G39011909116023,391199116023,69,5
G39011909117001,391199117001,85,8
G39011909117002,391199117002,84,7
G39011909117003,391199117003,86,8
G39011909118001,391199118001,88,8
G39011909118002,391199118002,88,8
G39011909118003,391199118003,88,8
G39011909118004,391199118004,88,8
G39011909119001,391199119001,97,10
G39011909119002,391199119002,93,9
G39011909120001,391199120001,81,7
G39011909120002,391199120002,75,6
G39011909120003,391199120003,92,9
G39011909121001,391199121001,99,10
G39011909121002,391199121002,99,10
G39011909121003,391199121003,100,10
G39011909121004,391199121004,94,9
G39011909122001,391199122001,99,10
G39011909122002,391199122002,95,9
G39011909122003,391199122003,93,9
G39011909122004,391199122004,96,9
G39011909123001,391199123001,87,8
G39011909123002,391199123002,96,9
G39011909123003,391199123003,95,9
G39011909124001,391199124001,82,7
G39011909124002,391199124002,83,7
G39011909124003,391199124003,83,7
G39011909124004,391199124004,82,7
G39011909125001,391199125001,83,7
G39011909125002,391199125002,86,8
G39011909125003,391199125003,84,7
G39011909125004,391199125004,82,7
G39011909126001,391199126001,68,5
G39011909126002,391199126002,66,5
G39011909126003,391199126003,61,4
G39011909127001,391199127001,52,3
G39011909127002,391199127002,75,6
G39011909127003,391199127003,82,7
G39011909127004,391199127004,59,4
G39011909128001,391199128001,65,4
G39011909128002,391199128002,67,5
G39011909128003,391199128003,GQ,GQ
G39011909128004,391199128004,65,4
G39012109683001,391219683001,74,6
G39012109683002,391219683002,74,6
G39012109683003,391219683003,74,6
G39012109683004,391219683004,74,6
G39012109684011,391219684011,94,9
G39012109684012,391219684012,76,6
G39012109684013,391219684013,90,8
G39012109684021,391219684021,GQ,GQ
G39012109685001,391219685001,86,8
G39012109685002,391219685002,86,8
G39012109685003,391219685003,85,8
G39012109685004,391219685004,85,8
G39012300501001,391230501001,31,1
G39012300502011,391230502011,39,2
G39012300502012,391230502012,50,3
G39012300502021,391230502021,33,1
G39012300502022,391230502022,33,1
G39012300503011,391230503011,80,7
G39012300503012,391230503012,44,2
G39012300503013,391230503013,58,3
G39012300503021,391230503021,44,2
G39012300503022,391230503022,44,2
G39012300503023,391230503023,44,2
G39012300505001,391230505001,84,7
G39012300505002,391230505002,71,5
G39012300505003,391230505003,71,5
G39012300505004,391230505004,97,10
G39012300506001,391230506001,87,8
G39012300506002,391230506002,84,7
G39012300506003,391230506003,70,5
G39012300506004,391230506004,81,7
G39012300507001,391230507001,81,7
G39012300507002,391230507002,71,5
G39012300507003,391230507003,69,5
G39012300508001,391230508001,63,4
G39012300508002,391230508002,70,5
G39012300508003,391230508003,53,3
G39012300508004,391230508004,62,4
G39012300509001,391230509001,55,3
G39012300509002,391230509002,76,6
G39012300509003,391230509003,62,4
G39012300509004,391230509004,62,4
G39012300509005,391230509005,68,5
G39012300510001,391230510001,66,5
G39012300510002,391230510002,64,4
G39012300510003,391230510003,76,6
G39012300510004,391230510004,71,5
G39012300510005,391230510005,61,4
G39012300511001,391230511001,45,2
G39012300511002,391230511002,52,3
G39012300511003,391230511003,44,2
G39012300512011,391230512011,45,2
G39012300512012,391230512012,37,2
G39012300512021,391230512021,75,6
G39012300512022,391230512022,91,9
G39012300512031,391230512031,76,6
G39012509601001,391259601001,74,6
G39012509601002,391259601002,82,7
G39012509601003,391259601003,75,6
G39012509602001,391259602001,77,6
G39012509602002,391259602002,78,6
G39012509602003,391259602003,83,7
G39012509603001,391259603001,59,4
G39012509603002,391259603002,75,6
G39012509603003,391259603003,75,6
G39012509603004,391259603004,76,6
G39012509604001,391259604001,78,6
G39012509604002,391259604002,89,8
G39012509604003,391259604003,89,8
G39012509605001,391259605001,80,7
G39012509605002,391259605002,85,8
G39012509605003,391259605003,83,7
G39012509605004,391259605004,80,7
G39012709658011,391279658011,53,3
G39012709658012,391279658012,57,3
G39012709658021,391279658021,27,1
G39012709658022,391279658022,56,3
G39012709658023,391279658023,44,2
G39012709659011,391279659011,77,6
G39012709659012,391279659012,54,3
G39012709659021,391279659021,73,6
G39012709659022,391279659022,62,4
G39012709660001,391279660001,95,9
G39012709660002,391279660002,92,9
G39012709660003,391279660003,95,9
G39012709660004,391279660004,94,9
G39012709660005,391279660005,93,9
G39012709661001,391279661001,69,5
G39012709661002,391279661002,75,6
G39012709661003,391279661003,79,7
G39012709661004,391279661004,85,8
G39012709662001,391279662001,86,8
G39012709662002,391279662002,89,8
G39012709662003,391279662003,87,8
G39012709662004,391279662004,92,9
G39012709662005,391279662005,89,8
G39012709663011,391279663011,59,4
G39012709663012,391279663012,74,6
G39012709663021,391279663021,87,8
G39012709663022,391279663022,95,9
G39012709663023,391279663023,97,10
G39012900201001,391290201001,82,7
G39012900201002,391290201002,82,7
G39012900202001,391290202001,89,8
G39012900202002,391290202002,91,9
G39012900202003,391290202003,89,8
G39012900203101,391290203101,68,5
G39012900203102,391290203102,72,6
G39012900203103,391290203103,67,5
G39012900203104,391290203104,79,7
G39012900203201,391290203201,85,8
G39012900203202,391290203202,43,2
G39012900204001,391290204001,90,8
G39012900204002,391290204002,80,7
G39012900211011,391290211011,38,2
G39012900211012,391290211012,37,2
G39012900211013,391290211013,42,2
G39012900211021,391290211021,49,2
G39012900211022,391290211022,49,2
G39012900212011,391290212011,64,4
G39012900212012,391290212012,57,3
G39012900212013,391290212013,61,4
G39012900212021,391290212021,58,3
G39012900212022,391290212022,77,6
G39012900212023,391290212023,100,10
G39012900213001,391290213001,GQ-PH,GQ-PH
G39012900214011,391290214011,56,3
G39012900214012,391290214012,64,4
G39012900214031,391290214031,46,2
G39012900214032,391290214032,37,2
G39012900214033,391290214033,40,2
G39012900214041,391290214041,46,2
G39012900214042,391290214042,57,3
G39012900215001,391290215001,41,2
G39012900215002,391290215002,46,2
G39012900216001,391290216001,77,6
G39012900216002,391290216002,56,3
G39012900216003,391290216003,68,5
G39012900217001,391290217001,57,3
G39012900217002,391290217002,47,2
G39012900217003,391290217003,57,3
G39013109522001,391319522001,76,6
G39013109522002,391319522002,90,8
G39013109522003,391319522003,75,6
G39013109522004,391319522004,76,6
G39013109523001,391319523001,91,9
G39013109523002,391319523002,70,5
G39013109523003,391319523003,84,7
G39013109523004,391319523004,73,6
G39013109523005,391319523005,86,8
G39013109524001,391319524001,83,7
G39013109524002,391319524002,72,6
G39013109525001,391319525001,74,6
G39013109525002,391319525002,80,7
G39013109525003,391319525003,74,6
G39013109526011,391319526011,81,7
G39013109526012,391319526012,81,7
G39013109526013,391319526013,81,7
G39013109526021,391319526021,70,5
G39013109527001,391319527001,90,8
G39013109527002,391319527002,84,7
G39013109527003,391319527003,90,8
G39013306001021,391336001021,46,2
G39013306001022,391336001022,45,2
G39013306001031,391336001031,48,2
G39013306001032,391336001032,64,4
G39013306001033,391336001033,68,5
G39013306002001,391336002001,61,4
G39013306002002,391336002002,59,4
G39013306002003,391336002003,75,6
G39013306003021,391336003021,30,1
G39013306003022,391336003022,30,1
G39013306003023,391336003023,25,1
G39013306003024,391336003024,29,1
G39013306003031,391336003031,23,1
G39013306003032,391336003032,30,1
G39013306003033,391336003033,16,1
G39013306003041,391336003041,23,1
G39013306003042,391336003042,48,2
G39013306004011,391336004011,60,4
G39013306004012,391336004012,54,3
G39013306004013,391336004013,73,6
G39013306004014,391336004014,62,4
G39013306004015,391336004015,66,5
G39013306004021,391336004021,40,2
G39013306004022,391336004022,65,4
G39013306004023,391336004023,51,3
G39013306004031,391336004031,70,5
G39013306004032,391336004032,70,5
G39013306004033,391336004033,70,5
G39013306004034,391336004034,70,5
G39013306005001,391336005001,74,6
G39013306005002,391336005002,67,5
G39013306005003,391336005003,64,4
G39013306005004,391336005004,48,2
G39013306005005,391336005005,61,4
G39013306006021,391336006021,71,5
G39013306006022,391336006022,65,4
G39013306006031,391336006031,95,9
G39013306006032,391336006032,79,7
G39013306007031,391336007031,89,8
G39013306007041,391336007041,57,3
G39013306007051,391336007051,52,3
G39013306007061,391336007061,52,3
G39013306007062,391336007062,50,3
G39013306008001,391336008001,84,7
G39013306008002,391336008002,82,7
G39013306008003,391336008003,80,7
G39013306009011,391336009011,95,9
G39013306009012,391336009012,90,8
G39013306009013,391336009013,93,9
G39013306009014,391336009014,93,9
G39013306009021,391336009021,94,9
G39013306009022,391336009022,85,8
G39013306009023,391336009023,90,8
G39013306009024,391336009024,73,6
G39013306010001,391336010001,77,6
G39013306010002,391336010002,90,8
G39013306010003,391336010003,85,8
G39013306011001,391336011001,83,7
G39013306011002,391336011002,85,8
G39013306011003,391336011003,83,7
G39013306012001,391336012001,75,6
G39013306012002,391336012002,61,4
G39013306012003,391336012003,77,6
G39013306012004,391336012004,90,8
G39013306013001,391336013001,54,3
G39013306013002,391336013002,45,2
G39013306013003,391336013003,62,4
G39013306013004,391336013004,72,6
G39013306014001,391336014001,82,7
G39013306014002,391336014002,86,8
G39013306014003,391336014003,77,6
G39013306014004,391336014004,67,5
G39013306015011,391336015011,69,5
G39013306015012,391336015012,92,9
G39013306015021,391336015021,GQ,GQ
G39013306015031,391336015031,65,4
G39013306015032,391336015032,78,6
G39013306015033,391336015033,66,5
G39013306016001,391336016001,39,2
G39013306016002,391336016002,45,2
G39013306016003,391336016003,75,6
G39013306016004,391336016004,80,7
G39013306017021,391336017021,71,5
G39013306017022,391336017022,70,5
G39013306017023,391336017023,40,2
G39013306017031,391336017031,53,3
G39013306017032,391336017032,69,5
G39013306017041,391336017041,59,4
G39013306017042,391336017042,50,3
G39013306018011,391336018011,50,3
G39013306018012,391336018012,48,2
G39013306018021,391336018021,55,3
G39013306018022,391336018022,56,3
G39013306019011,391336019011,67,5
G39013306019012,391336019012,75,6
G39013306019021,391336019021,75,6
G39013306019022,391336019022,72,6
G39013306020001,391336020001,60,4
G39013306020002,391336020002,54,3
G39013306020003,391336020003,62,4
G39013306020004,391336020004,75,6
G39013306021011,391336021011,62,4
G39013306021012,391336021012,62,4
G39013306021021,391336021021,62,4
G39013306021022,391336021022,74,6
G39013504001001,391354001001,93,9
G39013504001002,391354001002,58,3
G39013504001003,391354001003,88,8
G39013504101001,391354101001,79,7
G39013504101002,391354101002,81,7
G39013504201001,391354201001,75,6
G39013504201002,391354201002,75,6
G39013504201003,391354201003,66,5
G39013504201004,391354201004,74,6
G39013504301001,391354301001,56,3
G39013504301002,391354301002,70,5
G39013504401001,391354401001,68,5
G39013504401002,391354401002,62,4
G39013504501001,391354501001,67,5
G39013504501002,391354501002,53,3
G39013504550011,391354550011,83,7
G39013504550012,391354550012,85,8
G39013504550021,391354550021,71,5
G39013504550022,391354550022,86,8
G39013504550023,391354550023,92,9
G39013504550024,391354550024,74,6
G39013504550025,391354550025,93,9
G39013504601001,391354601001,70,5
G39013504601002,391354601002,55,3
G39013504601003,391354601003,67,5
G39013504701011,391354701011,66,5
G39013504701012,391354701012,64,4
G39013504701021,391354701021,83,7
G39013504701022,391354701022,67,5
G39013504701023,391354701023,69,5
G39013504801001,391354801001,60,4
G39013504801002,391354801002,57,3
G39013504801003,391354801003,60,4
G39013700301001,391370301001,69,5
G39013700301002,391370301002,78,6
G39013700301003,391370301003,84,7
G39013700301004,391370301004,60,4
G39013700302001,391370302001,61,4
G39013700302002,391370302002,72,6
G39013700302003,391370302003,86,8
G39013700302004,391370302004,56,3
G39013700303011,391370303011,58,3
G39013700303012,391370303012,57,3
G39013700303013,391370303013,60,4
G39013700303021,391370303021,62,4
G39013700303022,391370303022,62,4
G39013700303023,391370303023,61,4
G39013700304001,391370304001,65,4
G39013700304002,391370304002,62,4
G39013700304003,391370304003,79,7
G39013700305001,391370305001,67,5
G39013700305002,391370305002,61,4
G39013700305003,391370305003,64,4
G39013700306001,391370306001,45,2
G39013700306002,391370306002,57,3
G39013700306003,391370306003,74,6
G39013700307001,391370307001,51,3
G39013700307002,391370307002,58,3
G39013700307003,391370307003,55,3
G39013700307004,391370307004,50,3
G39013900004001,391390004001,100,10
G39013900004002,391390004002,96,9
G39013900005001,391390005001,99,10
G39013900005002,391390005002,97,10
G39013900005003,391390005003,97,10
G39013900005004,391390005004,96,9
G39013900006001,391390006001,100,10
G39013900006002,391390006002,100,10
G39013900006003,391390006003,100,10
G39013900007001,391390007001,100,10
G39013900007002,391390007002,100,10
G39013900007003,391390007003,100,10
G39013900008001,391390008001,96,9
G39013900008002,391390008002,95,9
G39013900008003,391390008003,98,10
G39013900009001,391390009001,96,9
G39013900009002,391390009002,92,9
G39013900009003,391390009003,88,8
G39013900010001,391390010001,97,10
G39013900010002,391390010002,93,9
G39013900010003,391390010003,93,9
G39013900011001,391390011001,87,8
G39013900011002,391390011002,80,7
G39013900012001,391390012001,74,6
G39013900012002,391390012002,76,6
G39013900013001,391390013001,87,8
G39013900013002,391390013002,88,8
G39013900014001,391390014001,91,9
G39013900014002,391390014002,91,9
G39013900015001,391390015001,96,9
G39013900015002,391390015002,98,10
G39013900016001,391390016001,100,10
G39013900017001,391390017001,GQ-PH,GQ-PH
G39013900017002,391390017002,GQ-PH,GQ-PH
G39013900018001,391390018001,76,6
G39013900018002,391390018002,84,7
G39013900018003,391390018003,74,6
G39013900019001,391390019001,76,6
G39013900019002,391390019002,68,5
G39013900019003,391390019003,64,4
G39013900019004,391390019004,80,7
G39013900020001,391390020001,75,6
G39013900020002,391390020002,70,5
G39013900020003,391390020003,64,4
G39013900020004,391390020004,63,4
G39013900020005,391390020005,52,3
G39013900021011,391390021011,82,7
G39013900021012,391390021012,84,7
G39013900021013,391390021013,74,6
G39013900021014,391390021014,67,5
G39013900021021,391390021021,61,4
G39013900021022,391390021022,72,6
G39013900021023,391390021023,60,4
G39013900022001,391390022001,76,6
G39013900022002,391390022002,88,8
G39013900022003,391390022003,73,6
G39013900022004,391390022004,48,2
G39013900022005,391390022005,58,3
G39013900022006,391390022006,52,3
G39013900023001,391390023001,65,4
G39013900023002,391390023002,61,4
G39013900023003,391390023003,50,3
G39013900023004,391390023004,51,3
G39013900023005,391390023005,70,5
G39013900024001,391390024001,74,6
G39013900024002,391390024002,75,6
G39013900024003,391390024003,71,5
G39013900025001,391390025001,87,8
G39013900025002,391390025002,79,7
G39013900025003,391390025003,79,7
G39013900025004,391390025004,73,6
G39013900026001,391390026001,79,7
G39013900026002,391390026002,86,8
G39013900026003,391390026003,84,7
G39013900026004,391390026004,93,9
G39013900027001,391390027001,55,3
G39013900027002,391390027002,64,4
G39013900027003,391390027003,61,4
G39013900027004,391390027004,53,3
G39013900027005,391390027005,71,5
G39013900028001,391390028001,74,6
G39013900028002,391390028002,65,4
G39013900028003,391390028003,81,7
G39013900029001,391390029001,49,2
G39013900029002,391390029002,54,3
G39013900029003,391390029003,50,3
G39013900030011,391390030011,58,3
G39013900030012,391390030012,73,6
G39013900030013,391390030013,55,3
G39013900030014,391390030014,65,4
G39013900030021,391390030021,80,7
G39013900030022,391390030022,63,4
G39013900030023,391390030023,79,7
G39013900031001,391390031001,100,10
G39013900031002,391390031002,100,10
G39013900031003,391390031003,100,10
G39014109555001,391419555001,77,6
G39014109555002,391419555002,60,4
G39014109555003,391419555003,57,3
G39014109555004,391419555004,64,4
G39014109555005,391419555005,64,4
G39014109556031,391419556031,68,5
G39014109556032,391419556032,71,5
G39014109556033,391419556033,65,4
G39014109556041,391419556041,GQ,GQ
G39014109557001,391419557001,68,5
G39014109557002,391419557002,72,6
G39014109557003,391419557003,66,5
G39014109557004,391419557004,64,4
G39014109558011,391419558011,76,6
G39014109558012,391419558012,69,5
G39014109558013,391419558013,63,4
G39014109558021,391419558021,72,6
G39014109558022,391419558022,66,5
G39014109559001,391419559001,74,6
G39014109559002,391419559002,54,3
G39014109559003,391419559003,69,5
G39014109559004,391419559004,76,6
G39014109560001,391419560001,73,6
G39014109560002,391419560002,58,3
G39014109560003,391419560003,65,4
G39014109561001,391419561001,86,8
G39014109561002,391419561002,73,6
G39014109561003,391419561003,85,8
G39014109561004,391419561004,80,7
G39014109561005,391419561005,80,7
G39014109562001,391419562001,77,6
G39014109562002,391419562002,80,7
G39014109562003,391419562003,72,6
G39014109563001,391419563001,92,9
G39014109563002,391419563002,92,9
G39014109563003,391419563003,92,9
G39014109564001,391419564001,93,9
G39014109564002,391419564002,92,9
G39014109564003,391419564003,94,9
G39014109564004,391419564004,97,10
G39014109565001,391419565001,92,9
G39014109565002,391419565002,96,9
G39014109565003,391419565003,95,9
G39014109565004,391419565004,95,9
G39014109566001,391419566001,69,5
G39014109566002,391419566002,82,7
